age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
33,0,2,9.34,2,4,4,1,0.11,2,0,19.5,1,5.64,556,0
21,2,2,7.62,6,1,3,1,0.1,0,0,9.5,0,6.47,356,2
30,0,1,7.94,3,4,1,1,2.59,0,0,11.5,1,4.13,558,0
31,1,2,9.44,0,0,4,0,0.56,1,3,9.0,1,3.46,323,2
32,0,1,7.08,0,2,1,4,0.28,0,0,12.0,1,5.7,501,0
22,0,2,7.53,0,3,5,3,0.4,0,0,20.5,0,5.49,170,0
33,1,2,7.0,2,6,1,1,1.15,0,0,15.5,1,9.75,424,2
24,1,0,6.96,1,2,3,3,0.57,0,1,14.5,1,4.87,349,1
22,0,0,7.33,2,3,2,3,0.8,0,0,14.5,1,5.0,310,0
30,0,1,6.94,3,2,4,0,0.26,0,0,12.0,0,6.6,444,1
21,2,1,7.57,1,2,3,1,1.97,0,1,11.5,0,4.19,607,2
28,0,1,7.95,1,3,2,1,0.05,0,1,11.5,1,9.59,377,0
31,1,1,6.97,1,2,2,1,3.05,1,1,10.5,1,9.66,710,2
26,0,2,8.43,2,2,3,4,0.26,0,0,16.0,1,4.02,373,2
24,1,1,6.98,4,2,5,2,0.85,2,0,19.0,0,6.79,434,0
32,0,2,7.52,1,3,3,3,1.79,0,0,16.5,1,5.0,474,1
34,0,0,8.06,0,2,1,3,0.09,0,1,10.5,1,7.7,671,2
24,1,0,8.76,1,4,1,0,0.48,1,0,11.0,1,8.06,731,2
30,1,1,8.16,2,1,4,0,0.42,0,1,10.0,1,3.98,523,0
34,1,2,7.29,0,0,2,0,0.37,0,1,4.0,1,7.77,309,0
28,0,2,7.72,3,2,2,1,0.89,0,0,9.5,1,7.74,311,0
31,0,2,8.05,1,5,1,3,1.74,1,0,17.5,0,5.42,541,2
32,0,1,8.15,0,4,2,3,1.16,0,0,16.5,1,6.85,441,2
30,0,1,7.09,3,6,3,0,0.94,0,0,18.0,0,4.04,592,0
28,0,2,8.11,0,3,4,0,0.68,0,0,14.0,0,6.19,281,2
27,1,0,8.12,1,4,5,0,1.83,0,0,18.0,0,5.37,487,2
23,0,2,7.4,1,4,1,2,0.07,0,1,13.0,1,6.64,621,1
28,0,0,6.93,1,1,3,0,0.94,3,0,11.0,0,4.28,77,2
30,1,1,6.87,0,1,1,0,2.03,1,1,5.0,1,5.05,525,2
24,2,0,8.41,4,5,1,0,0.72,0,0,12.0,1,6.94,208,2
29,2,1,6.68,1,6,3,0,2.42,2,0,20.0,1,9.92,425,2
34,0,1,7.77,2,7,1,0,1.34,0,0,16.0,1,6.16,557,0
34,0,1,6.66,4,5,2,2,0.59,1,0,18.0,0,5.44,390,0
27,0,0,7.19,0,3,3,1,1.11,0,0,13.5,1,4.25,433,2
24,0,2,7.25,0,1,4,2,0.41,1,0,14.0,0,7.68,405,2
25,0,0,8.47,2,8,1,3,2.16,0,1,22.5,1,7.19,502,1
25,0,2,7.01,4,1,2,0,0.31,0,0,6.0,1,7.06,426,2
21,1,0,6.43,3,5,3,1,0.79,0,0,17.5,1,3.25,354,0
27,0,1,7.5,3,1,3,2,0.12,1,0,12.0,1,8.08,408,0
32,0,0,6.44,1,4,3,0,0.53,0,1,14.0,1,6.9,442,0
24,1,0,7.88,4,7,2,1,0.29,0,0,19.5,1,3.37,542,2
23,1,1,6.58,3,5,4,1,2.65,0,0,19.5,1,6.81,545,0
25,0,1,7.23,1,0,4,0,0.89,0,0,8.0,0,7.78,659,0
21,2,1,7.3,2,1,1,1,3.89,1,0,6.5,1,3.86,601,1
31,0,0,8.19,4,2,4,2,3.02,0,0,15.0,1,9.59,572,2
22,1,2,9.97,1,3,5,0,0.6,0,0,16.0,1,8.89,363,0
22,0,1,8.77,1,3,1,0,0.05,1,0,9.0,0,3.16,524,0
31,1,2,7.7,1,4,3,2,5.2,0,0,17.0,0,4.24,615,1
29,0,0,7.77,3,2,5,2,1.61,0,0,17.0,1,7.66,411,2
23,0,1,8.65,3,3,5,2,0.43,1,0,20.0,0,4.29,441,2
21,1,0,8.68,1,7,5,1,1.75,0,0,25.5,1,8.46,521,2
27,0,1,7.5,1,4,5,2,2.81,2,0,23.0,0,5.16,727,0
32,0,1,8.15,1,4,3,1,3.61,0,0,15.5,1,9.02,636,1
22,0,1,8.21,1,3,3,3,2.94,0,0,16.5,1,3.52,350,0
28,1,1,8.64,1,0,1,1,2.13,1,0,4.5,0,5.88,486,2
34,2,1,7.77,3,3,4,1,0.68,1,1,16.5,1,9.63,558,1
30,2,0,8.09,0,2,4,1,1.89,1,1,14.5,1,4.52,412,2
31,1,1,8.41,0,1,4,1,2.29,2,0,13.5,1,6.8,372,0
33,1,0,7.69,1,4,3,3,3.21,0,1,18.5,1,4.7,488,2
31,1,1,8.58,0,4,2,2,0.48,1,0,16.0,1,5.38,450,1
24,1,0,5.97,1,1,2,1,1.05,0,0,7.5,1,3.54,265,1
31,0,2,7.58,0,2,4,3,0.43,0,1,16.5,1,3.14,512,0
26,0,2,7.91,3,2,4,2,0.09,3,0,18.0,1,3.96,617,0
21,0,1,7.13,2,3,1,0,1.94,0,1,8.0,1,4.99,298,0
34,0,0,7.09,3,0,3,1,1.29,1,0,8.5,1,7.75,495,0
32,0,2,6.78,2,3,4,1,1.84,0,0,15.5,1,7.56,558,0
27,1,0,8.38,0,8,4,0,0.36,1,0,25.0,1,6.55,495,0
34,0,0,7.87,2,4,5,0,2.25,1,0,19.0,0,6.05,436,2
30,0,1,6.82,2,5,1,0,1.21,0,0,12.0,1,6.33,429,1
28,2,0,6.77,0,3,5,1,0.66,0,1,17.5,1,6.75,436,2
29,0,1,6.7,0,3,2,4,3.6,1,1,17.0,1,7.82,461,0
31,0,0,8.99,3,4,3,0,2.07,2,1,16.0,0,8.04,334,2
33,0,1,7.03,1,5,4,0,2.06,0,1,18.0,1,9.19,488,2
34,1,0,7.84,0,4,5,0,0.37,0,0,18.0,0,5.55,374,0
25,0,0,7.6,1,3,2,1,0.06,2,0,13.5,0,4.38,299,0
21,0,1,7.44,1,1,5,3,0.02,0,0,16.5,0,5.56,520,1
23,0,1,8.25,0,7,4,1,0.34,1,0,24.5,1,6.48,354,0
33,0,1,7.92,0,3,1,1,3.43,1,1,10.5,0,6.84,535,0
34,0,2,6.91,1,5,5,2,0.59,0,0,23.0,1,8.87,458,2
29,1,0,7.23,0,4,2,3,0.11,0,0,16.5,0,4.07,488,2
26,0,2,6.81,4,1,4,1,1.18,1,0,12.5,1,8.03,396,0
25,0,0,6.53,6,4,4,1,3.7,0,0,17.5,1,6.86,245,0
29,0,1,7.38,0,2,4,2,1.76,0,0,15.0,0,6.22,445,0
29,0,1,7.53,1,6,3,1,2.22,0,0,19.5,1,9.16,550,2
23,0,2,7.41,0,4,5,2,3.27,1,0,22.0,1,6.85,379,0
25,0,1,6.57,0,5,5,0,0.86,0,0,20.0,0,8.78,377,2
34,0,0,8.8,2,7,5,5,2.27,1,0,32.5,1,8.42,458,2
34,0,1,8.59,4,2,1,0,0.94,1,0,7.0,1,5.28,405,2
29,0,2,8.38,1,3,2,2,1.36,0,0,13.0,1,7.49,449,0
30,1,1,6.96,1,4,4,0,1.67,0,0,16.0,0,5.65,317,0
29,0,1,7.0,0,4,5,0,0.33,2,0,20.0,1,5.85,525,2
27,0,0,8.21,2,4,5,2,0.43,1,0,22.0,1,9.22,437,1
21,0,1,7.33,2,2,4,2,0.27,1,1,16.0,1,5.36,626,2
32,0,1,7.76,4,1,3,1,1.69,0,0,9.5,0,9.41,601,2
29,0,1,8.45,0,2,4,0,1.28,1,0,13.0,0,8.85,485,2
26,1,2,8.27,0,3,5,0,3.14,0,0,16.0,1,9.8,388,1
28,0,0,7.39,4,5,3,3,10.93,0,1,20.5,1,4.09,341,0
23,0,0,6.54,1,4,4,0,2.5,1,1,17.0,0,3.67,592,1
31,0,2,6.93,1,2,3,1,1.21,1,0,12.5,1,3.24,618,0
27,1,1,7.75,0,2,5,1,1.87,1,0,16.5,1,9.53,512,0
21,0,2,8.35,3,0,4,0,2.51,1,0,9.0,1,3.01,165,2
31,0,0,7.0,2,4,3,1,0.78,0,1,15.5,1,3.06,411,0
34,0,1,7.28,2,3,1,0,3.26,1,0,9.0,1,4.64,547,0
34,0,2,8.12,1,3,2,3,3.88,1,0,15.5,1,7.33,422,1
21,0,0,5.78,0,1,1,1,0.53,0,0,5.5,1,3.57,242,2
31,0,1,6.81,1,3,4,0,3.53,1,0,15.0,1,6.27,458,2
28,0,0,7.99,0,5,1,0,0.18,0,0,12.0,0,6.57,418,0
22,1,0,6.85,1,1,2,1,0.54,1,1,8.5,1,7.34,465,1
34,0,0,8.3,1,3,1,1,2.44,0,1,9.5,1,6.6,660,0
21,1,2,8.06,2,4,2,0,0.64,0,1,12.0,1,10.0,624,2
28,1,0,7.93,2,0,2,2,2.77,0,0,7.0,1,8.43,495,2
29,0,1,6.06,1,3,1,1,0.49,0,1,9.5,1,4.47,358,2
22,0,0,7.74,3,2,3,0,0.61,2,0,12.0,0,3.99,385,2
31,0,2,7.57,2,3,3,0,0.04,0,0,12.0,0,3.54,488,0
23,0,1,7.84,1,0,3,0,0.75,0,0,6.0,0,4.51,571,2
25,1,0,8.3,0,1,1,3,0.34,2,0,10.5,1,3.04,289,0
22,0,2,7.26,2,2,3,0,0.18,0,0,10.0,1,4.16,566,0
26,0,1,8.44,2,4,3,1,0.64,2,0,17.5,1,7.34,492,2
22,0,0,7.96,1,0,5,1,0.44,1,0,12.5,1,4.1,492,0
24,1,0,7.54,0,4,4,2,2.54,1,0,20.0,1,5.95,628,0
31,1,0,5.78,1,5,3,1,1.72,1,1,18.5,1,8.67,489,2
28,0,1,7.83,3,2,2,0,7.41,1,0,9.0,0,9.18,338,2
21,0,1,7.39,0,2,4,0,3.21,0,0,12.0,1,3.79,545,2
30,0,2,8.93,6,3,4,3,1.02,1,0,19.5,1,7.61,458,0
24,0,2,9.1,1,5,4,3,3.27,1,0,23.5,1,5.11,622,0
23,0,2,7.11,1,3,3,3,0.04,0,0,16.5,1,6.73,367,0
21,0,1,7.1,3,3,1,0,2.59,1,0,9.0,1,3.4,435,2
24,0,2,7.69,2,3,5,1,0.51,2,0,19.5,1,6.67,567,0
30,0,2,6.31,2,2,4,2,0.04,0,0,15.0,1,8.2,528,1
21,0,1,7.53,1,1,4,2,1.19,0,0,13.0,1,3.25,391,1
27,0,0,7.09,0,4,4,4,0.68,1,0,23.0,0,9.09,269,2
29,0,2,7.3,4,3,5,1,2.24,1,0,18.5,1,7.93,372,1
25,0,1,8.98,1,2,2,2,1.81,0,0,11.0,0,8.2,426,2
24,1,2,7.75,1,4,4,1,0.94,0,2,17.5,1,5.65,493,1
21,0,2,8.7,3,4,4,0,1.45,0,0,16.0,1,6.27,262,2
30,0,2,7.93,2,4,1,3,0.94,0,1,14.5,0,5.89,281,1
21,0,1,7.5,6,4,2,1,3.17,0,0,13.5,0,8.01,596,0
33,0,1,8.43,0,3,1,0,0.1,1,0,9.0,0,4.17,470,1
33,2,2,7.38,1,1,1,1,2.77,1,0,6.5,1,3.59,608,2
27,0,1,8.79,2,3,1,1,0.09,0,0,9.5,1,7.55,507,1
29,1,2,6.38,0,1,1,0,1.87,0,0,4.0,1,8.82,431,2
23,0,0,8.43,0,4,5,1,0.3,0,0,19.5,1,4.36,611,1
21,0,1,5.82,0,3,3,1,0.42,0,0,13.5,0,8.04,399,0
33,1,1,7.46,0,1,3,0,5.3,1,1,9.0,1,5.21,404,2
25,1,0,8.09,1,4,4,0,1.57,2,0,18.0,1,5.25,501,2
30,0,2,8.05,0,1,5,3,0.11,0,0,16.5,0,4.21,234,2
30,0,1,8.79,1,4,5,2,0.95,0,0,21.0,0,7.72,429,1
23,0,0,6.33,4,2,3,2,0.49,1,0,14.0,0,6.88,453,2
30,0,0,6.87,2,2,1,2,7.48,1,0,10.0,1,6.78,600,0
34,0,1,8.52,1,4,2,2,3.11,0,1,15.0,0,3.84,295,1
34,1,2,8.68,2,0,1,1,2.3,1,0,4.5,1,4.87,533,2
21,1,0,5.75,0,2,4,1,0.91,1,0,14.5,1,5.89,446,2
21,0,2,6.37,2,3,5,0,0.91,0,0,16.0,1,7.4,322,0
26,2,0,5.86,2,2,3,2,0.57,0,0,13.0,1,6.99,561,2
33,0,1,6.78,3,4,4,1,0.5,0,0,17.5,0,6.59,367,0
27,0,1,7.1,4,3,1,0,0.12,0,0,8.0,1,7.89,574,1
29,0,2,7.39,0,1,1,1,0.57,2,0,7.5,0,9.57,179,2
25,1,2,6.6,0,2,1,1,0.7,1,1,8.5,0,9.42,378,1
21,0,1,6.15,0,4,1,2,1.98,1,0,14.0,0,6.92,507,2
21,0,0,6.6,1,4,5,2,0.58,0,0,21.0,0,7.41,497,1
29,0,1,7.62,2,6,3,1,0.46,0,0,19.5,1,5.1,432,0
29,0,1,7.0,1,3,4,1,2.99,1,0,16.5,1,5.3,658,1
22,0,1,6.94,0,2,2,0,3.95,0,0,8.0,1,5.11,508,1
22,2,0,7.66,0,0,3,1,3.79,0,0,7.5,1,5.83,238,1
33,2,1,7.74,1,2,5,1,2.02,2,0,17.5,0,3.69,549,0
32,1,0,7.32,3,1,5,1,0.6,1,0,14.5,1,6.05,486,0
29,0,1,7.5,1,2,1,3,3.01,0,0,10.5,1,3.9,562,0
25,1,2,7.35,2,3,2,0,0.74,0,0,10.0,1,8.82,324,0
27,0,2,7.39,0,3,4,1,1.43,0,0,15.5,0,6.79,448,0
25,1,1,6.79,2,5,2,1,3.93,0,0,15.5,0,8.24,520,0
28,0,1,8.29,1,2,4,1,0.12,2,0,15.5,0,4.53,280,2
28,2,0,8.41,2,5,1,1,3.59,2,0,15.5,1,5.44,542,1
27,0,0,7.95,3,5,1,0,0.17,2,0,14.0,0,3.54,455,2
21,1,2,5.39,0,0,1,2,1.15,0,0,5.0,1,9.08,192,0
21,0,1,8.18,3,2,5,0,3.53,1,0,15.0,0,7.45,654,1
34,1,2,8.27,1,2,2,1,0.09,0,0,9.5,1,5.81,420,2
28,0,1,7.8,0,4,3,0,1.54,0,0,14.0,1,9.85,706,2
27,0,1,8.24,1,2,5,1,0.17,0,0,15.5,1,4.37,546,2
25,0,1,8.02,3,2,4,0,1.03,1,0,13.0,0,5.3,425,2
33,0,2,7.58,3,4,3,0,0.36,2,0,16.0,1,6.63,452,2
22,0,1,7.03,4,4,2,0,1.09,0,0,12.0,0,7.73,259,1
22,2,1,5.52,1,3,5,0,1.14,0,0,16.0,1,6.87,489,1
29,0,0,7.53,0,6,5,1,0.11,0,0,23.5,1,8.83,563,1
27,0,0,7.97,0,1,1,1,3.06,1,0,6.5,1,4.58,398,2
26,0,2,6.82,1,6,2,1,4.69,1,0,18.5,1,9.54,335,0
25,0,1,7.2,0,4,5,0,1.9,0,0,18.0,0,7.22,532,0
29,0,1,7.5,4,2,1,1,5.23,1,1,8.5,1,5.82,444,0
23,0,1,7.65,0,0,3,0,0.92,0,0,6.0,0,7.3,799,0
28,2,0,6.62,7,2,4,1,4.01,2,0,15.5,1,4.09,619,0
26,0,0,6.49,1,5,5,1,3.43,0,0,21.5,1,6.54,322,1
29,1,2,7.76,3,4,1,0,3.18,0,0,10.0,1,6.33,540,2
34,1,1,8.57,1,3,4,0,0.01,0,0,14.0,1,3.49,409,1
29,0,2,8.28,0,1,1,1,4.16,0,1,5.5,1,7.48,429,1
33,0,2,7.29,1,2,3,1,8.63,1,1,12.5,1,6.32,400,0
25,1,2,8.42,1,3,2,4,0.12,0,1,16.0,0,9.21,462,1
27,0,2,8.29,4,2,5,2,2.35,0,0,17.0,1,9.23,352,0
26,0,1,7.87,3,3,3,1,2.52,2,1,15.5,1,4.88,503,2
22,0,1,7.65,0,5,5,1,1.26,0,2,21.5,1,7.9,356,0
28,1,1,8.91,2,1,5,0,0.12,0,0,12.0,0,9.87,463,1
28,1,0,7.31,4,1,3,3,0.72,0,0,12.5,1,4.55,471,1
32,0,2,7.88,2,2,4,1,0.27,2,0,15.5,0,4.58,587,0
29,1,1,6.35,2,4,1,0,1.15,0,0,10.0,1,3.41,501,1
30,1,1,6.49,1,3,4,4,2.45,1,0,21.0,1,7.75,508,2
31,0,0,8.03,1,4,4,0,1.99,0,0,16.0,0,8.22,318,0
21,0,2,9.17,5,2,1,1,1.43,0,0,7.5,1,8.05,552,0
34,0,1,7.71,6,2,5,0,3.54,0,1,14.0,1,9.14,434,0
26,0,2,6.68,3,1,1,0,1.16,1,0,5.0,1,3.72,337,0
24,0,0,7.76,1,4,4,0,1.21,1,0,17.0,0,6.67,496,2
26,0,1,7.33,2,3,2,2,2.13,0,1,13.0,1,8.17,344,1
23,0,1,7.36,1,2,3,0,0.09,0,0,10.0,1,4.28,462,1
29,0,1,8.52,0,4,3,3,0.86,1,0,19.5,1,6.61,569,1
33,0,2,7.76,1,1,4,2,0.83,0,0,13.0,1,9.48,274,0
32,0,0,7.48,1,5,1,0,2.08,0,1,12.0,0,3.71,310,1
26,0,2,6.46,4,2,4,1,0.12,0,0,13.5,1,5.43,502,1
33,0,1,8.39,1,3,3,1,3.93,0,0,13.5,0,6.48,398,1
26,0,0,6.68,3,2,1,2,3.62,0,0,9.0,1,8.2,524,0
23,1,2,7.8,1,5,1,2,0.95,0,0,15.0,0,9.77,410,1
30,0,0,5.21,1,2,4,1,0.35,1,0,14.5,1,4.27,513,0
33,0,0,8.74,2,2,5,0,1.88,1,0,15.0,1,7.35,433,0
32,1,1,8.48,1,4,1,1,0.25,0,0,11.5,0,6.35,467,2
25,0,0,8.04,1,2,3,1,0.69,0,0,11.5,0,5.46,628,2
30,0,2,8.05,2,4,3,1,2.58,0,0,15.5,0,4.16,426,0
29,0,0,7.71,3,2,4,0,0.4,0,0,12.0,1,6.42,483,0
34,0,1,7.3,3,3,3,1,0.64,1,0,14.5,0,6.0,353,0
28,1,1,8.4,1,5,4,1,0.7,2,0,21.5,1,6.65,556,0
30,1,1,7.53,0,2,3,2,3.12,1,0,14.0,1,6.66,421,1
23,0,0,7.08,1,0,4,3,0.16,0,0,12.5,1,7.38,283,2
21,1,0,7.86,3,1,5,0,1.02,0,0,12.0,1,9.78,347,2
33,0,0,7.78,2,2,3,2,3.36,0,0,13.0,0,4.47,382,0
33,1,1,7.44,2,2,2,1,1.98,0,0,9.5,0,5.24,537,0
26,2,2,7.56,4,2,3,1,0.48,2,2,13.5,0,4.92,294,0
27,0,0,8.0,0,4,4,1,6.7,2,0,19.5,1,3.27,395,1
30,0,1,7.4,2,6,2,1,1.38,1,0,18.5,1,5.53,499,1
29,1,1,8.13,1,0,5,0,0.14,1,0,11.0,1,8.49,557,0
30,1,1,7.48,3,0,5,0,3.08,1,0,11.0,1,4.3,490,0
28,0,1,8.15,0,5,5,2,4.53,0,0,23.0,1,5.42,394,2
21,1,0,7.49,1,3,3,3,3.9,0,0,16.5,1,7.78,323,0
30,1,1,8.09,3,2,1,1,2.19,2,0,9.5,1,9.34,462,2
34,0,2,6.21,1,1,5,1,1.78,2,0,15.5,1,9.16,288,1
24,0,1,7.89,4,4,1,2,0.02,0,0,13.0,1,5.32,461,0
24,1,2,7.98,0,1,5,1,0.48,0,0,13.5,1,3.83,401,0
21,1,1,6.93,2,2,5,1,0.35,0,1,15.5,1,3.46,274,0
26,0,2,7.15,2,4,3,0,1.49,0,0,14.0,1,3.44,381,1
21,0,1,8.67,1,1,1,0,1.76,0,0,4.0,1,6.97,602,2
22,0,0,9.34,2,5,5,0,4.18,0,0,20.0,0,9.4,450,1
32,0,1,6.76,1,3,2,1,0.84,0,0,11.5,1,9.06,588,0
22,0,0,8.06,2,5,5,0,0.34,2,0,22.0,1,8.63,368,1
25,0,1,7.99,1,5,4,0,0.16,1,0,19.0,1,7.84,392,2
29,0,1,7.46,1,5,5,1,1.5,1,0,22.5,1,6.21,361,1
32,1,2,6.7,1,3,4,4,3.93,2,0,22.0,1,5.23,229,0
25,0,1,5.99,1,4,5,1,0.49,0,0,19.5,1,7.15,348,1
21,0,1,7.76,1,0,4,2,0.91,2,0,13.0,0,6.0,94,0
24,1,2,7.05,3,8,2,0,5.49,1,0,21.0,1,7.32,577,2
25,0,0,6.8,1,5,3,0,1.67,0,1,16.0,0,4.38,450,2
30,0,1,8.87,0,5,1,0,2.93,0,1,12.0,1,8.71,445,2
30,0,0,6.91,2,1,3,0,0.69,0,0,8.0,0,6.56,392,0
24,0,1,8.37,2,2,4,2,0.1,0,0,15.0,1,7.17,346,1
31,1,0,7.36,1,1,2,2,1.46,0,0,9.0,0,8.58,503,2
23,0,1,8.93,3,3,3,1,0.14,0,0,13.5,1,4.73,543,2
29,0,2,8.17,0,2,4,0,0.15,0,0,12.0,1,5.52,477,2
21,1,1,8.54,1,1,5,0,3.35,0,0,12.0,1,3.89,573,2
26,1,0,9.38,3,2,4,1,0.32,1,0,14.5,1,6.14,426,1
26,0,0,7.12,0,2,5,1,2.65,0,0,15.5,1,7.62,517,0
26,0,0,7.63,0,1,3,0,0.5,2,0,10.0,0,6.0,514,2
33,0,1,7.92,1,3,3,2,3.14,1,0,16.0,1,8.01,493,0
25,0,0,8.73,1,2,1,1,0.22,0,0,7.5,1,8.21,410,2
34,0,0,7.63,4,2,2,0,0.91,0,0,8.0,0,3.02,449,1
30,0,1,6.08,1,4,2,1,0.5,0,0,13.5,0,7.09,412,0
23,0,0,6.51,1,3,4,2,0.97,1,0,18.0,1,9.76,593,1
29,1,2,7.23,1,1,5,0,0.19,0,1,12.0,1,7.91,319,1
26,0,2,8.45,0,0,1,1,3.06,1,0,4.5,0,6.33,444,0
23,0,2,7.8,1,0,2,1,4.44,0,0,5.5,1,6.14,686,0
25,0,0,7.3,4,4,1,4,5.34,0,2,16.0,1,4.36,359,1
31,0,1,7.2,1,6,1,0,3.62,1,0,15.0,1,9.21,544,0
30,1,1,7.15,2,5,4,1,1.17,0,0,19.5,0,9.92,321,2
21,0,2,7.78,0,0,2,0,5.99,0,0,4.0,1,4.28,358,1
30,1,0,5.57,1,7,1,0,7.42,1,0,17.0,0,3.77,434,2
29,0,1,6.54,1,0,3,2,2.27,0,1,9.0,1,5.11,276,2
28,0,1,7.33,2,2,1,1,0.08,2,0,9.5,0,5.25,260,2
28,0,0,7.88,3,3,2,0,0.4,0,1,10.0,0,8.23,441,1
30,2,0,6.75,3,2,5,0,1.14,1,0,15.0,1,4.58,250,0
33,0,0,8.54,2,5,4,0,0.94,0,0,18.0,1,6.92,377,1
27,0,0,6.62,0,4,1,1,3.19,1,0,12.5,0,4.87,464,0
32,1,0,7.59,3,0,2,0,0.53,3,0,7.0,0,8.38,254,2
26,0,1,6.64,1,3,2,2,1.38,0,0,13.0,1,5.55,443,1
30,0,0,6.89,1,5,3,2,0.9,1,0,20.0,1,5.49,576,0
22,0,1,7.08,1,1,2,1,1.41,2,0,9.5,0,3.24,251,1
34,0,1,7.43,1,2,2,2,2.38,0,1,11.0,1,3.49,455,1
27,1,1,7.37,1,5,1,0,0.42,2,0,14.0,0,8.08,362,0
23,0,2,8.52,1,1,3,1,0.28,0,0,9.5,0,7.03,287,2
25,0,2,6.65,2,2,1,1,0.23,2,0,9.5,0,4.08,686,2
24,1,1,7.58,0,4,3,1,0.58,2,0,17.5,1,9.69,339,2
32,1,1,6.27,3,2,1,0,0.57,0,0,6.0,1,6.67,413,2
21,0,2,6.68,3,5,2,0,0.18,0,0,14.0,1,4.21,344,2
27,0,1,7.27,5,3,2,0,1.74,0,0,10.0,1,5.8,626,0
21,0,1,7.98,2,4,5,2,0.64,0,0,21.0,1,6.54,633,1
24,0,2,9.6,0,0,3,0,1.7,0,0,6.0,1,3.89,604,1
32,1,0,7.14,3,1,3,0,0.85,0,0,8.0,0,6.48,734,2
28,0,0,7.32,1,2,1,3,0.75,1,0,11.5,1,3.6,498,2
34,0,2,6.67,0,5,2,2,0.86,0,0,17.0,1,5.44,284,0
33,0,2,6.66,2,3,1,2,1.44,2,0,13.0,1,7.53,325,0
32,0,0,8.51,3,2,4,2,0.7,1,0,16.0,1,8.42,441,2
29,1,1,6.71,1,2,5,2,0.34,0,0,17.0,1,5.0,390,0
29,1,1,8.17,3,2,4,0,1.16,0,0,12.0,0,6.73,406,2
31,0,0,7.26,3,2,2,1,1.22,0,0,9.5,1,5.43,335,1
32,1,1,7.49,1,0,1,1,0.88,1,0,4.5,1,9.99,590,0
28,0,1,6.91,3,3,1,1,0.99,0,0,9.5,1,8.55,483,0
25,0,0,6.15,2,3,5,1,5.11,1,0,18.5,0,8.7,428,0
26,1,1,6.06,1,0,2,0,0.01,2,0,6.0,1,9.36,345,1
22,0,1,8.81,0,4,1,0,0.83,0,1,10.0,1,7.33,469,1
29,2,1,7.23,3,4,3,0,1.94,1,1,15.0,0,8.15,379,1
22,1,2,7.13,1,2,2,0,0.02,0,0,8.0,1,8.57,511,1
21,1,0,7.45,0,5,4,0,0.12,1,0,19.0,1,4.91,269,2
25,1,1,7.76,1,3,4,3,0.59,1,0,19.5,1,9.85,425,0
30,0,0,7.65,0,1,4,2,0.38,0,0,13.0,1,6.15,417,1
28,0,1,7.31,1,2,5,1,0.38,1,1,16.5,0,6.93,437,1
23,0,1,7.91,3,3,4,0,0.85,0,0,14.0,1,7.25,476,0
26,0,2,8.47,0,3,1,0,1.05,1,0,9.0,1,6.59,544,2
33,1,0,8.78,1,2,3,1,0.0,0,0,11.5,1,5.77,590,2
29,1,2,6.04,4,2,5,3,0.91,0,0,18.5,1,9.18,482,0
32,0,1,7.71,3,4,3,0,0.13,1,0,15.0,1,3.31,438,1
28,1,0,7.59,0,6,1,0,0.38,0,0,14.0,1,4.72,509,1
26,1,1,7.69,2,0,3,0,1.02,0,0,6.0,1,10.0,556,1
22,0,0,7.05,0,4,2,0,2.62,1,0,13.0,1,4.49,578,0
24,0,0,6.91,3,1,2,2,1.34,0,0,9.0,0,5.53,530,1
27,1,1,7.44,1,2,3,4,0.13,0,0,16.0,1,8.57,430,2
29,1,1,7.67,0,3,4,1,0.78,1,1,16.5,0,4.72,496,1
30,0,0,6.27,3,1,4,1,0.02,1,0,12.5,1,8.39,515,2
22,0,0,9.35,1,1,3,0,3.45,0,0,8.0,0,9.33,359,2
27,0,2,7.26,0,5,2,0,0.09,1,0,15.0,1,3.39,425,0
34,0,0,6.96,2,3,3,0,1.5,0,1,12.0,0,9.62,387,2
28,0,1,6.95,1,6,2,1,1.76,1,0,18.5,0,6.46,391,2
30,0,1,8.5,1,4,2,1,0.0,0,0,13.5,1,7.21,496,2
33,0,1,7.38,2,2,3,0,1.82,1,0,11.0,1,4.95,407,2
33,0,0,8.77,1,7,5,1,0.31,0,1,25.5,1,6.53,394,0
27,0,0,8.03,4,1,5,3,0.41,0,1,16.5,0,8.66,387,2
25,1,2,7.55,2,3,3,1,0.68,0,0,13.5,0,8.63,545,2
25,1,0,7.34,1,3,2,0,1.31,0,0,10.0,1,5.16,460,2
34,1,0,7.6,0,3,5,1,1.92,0,1,17.5,0,7.86,477,1
29,0,1,7.79,0,2,4,3,1.7,0,0,16.5,0,8.85,650,1
31,0,2,7.58,1,2,5,1,1.64,0,0,15.5,1,9.5,461,2
21,1,0,6.79,2,2,2,0,3.74,0,1,8.0,0,4.0,567,2
27,1,1,7.18,2,2,4,1,1.68,0,0,13.5,1,4.54,457,2
34,0,2,7.92,4,4,3,2,0.22,0,0,17.0,0,8.1,412,1
22,0,1,6.81,1,2,3,1,3.45,2,0,13.5,0,9.37,650,2
25,1,2,7.98,3,5,3,0,0.34,0,0,16.0,0,3.56,569,0
26,1,2,8.06,1,3,1,0,4.58,1,0,9.0,1,4.65,588,2
30,1,0,6.65,0,6,5,0,3.18,0,1,22.0,1,9.32,346,2
